employee_id,zone,region,urbanity,home_lat,home_lon,job_family,shift_worker,shift_pattern,offpeak_travel,days_on_site_per_week,commute_days_per_month,age,has_children_under12,car_available,green_attitude,already_has_dticket,field_role,boarding_station,boarding_station_id,access_km,access_mode,access_min,wait_min,ride_and_lastmile_min,transfers,pt_total_min,car_km_still_driven,car_km_one_way,car_total_min,car_cost_eur_month,commute_band,pt_vs_car_min,pt_car_time_ratio,active_mobility_candidate
SYN-00916,Ahrensburg,Kr. Stormarn,suburban,53.68793,10.25243,Production & Technical,True,Night (22:00),True,5,19.5,30,True,True,-1.117,True,False,Ahrensburg (DB),ahrensburg,2.5,Feeder bus,16.5,6.0,73.2,2,95.7,0.0,18.31,25.3,214.28,> 60 min,70.4,3.78,False
SYN-00917,Norderstedt,Kr. Segeberg,suburban,53.70473,9.96776,Production & Technical,False,Day (08:00),False,5,19.5,28,False,False,-0.856,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,23.6,0,34.6,0.0,7.48,15.5,87.55,31–45 min,19.1,2.23,False
SYN-00918,Hamburg-Langenhorn,Hamburg,urban,53.67487,10.0216,Production & Technical,False,Day (08:00),False,5,19.5,20,False,True,-0.136,True,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,9.0,0,20.0,0.0,2.86,12.6,33.42,≤ 30 min,7.4,1.59,True
SYN-00919,Hamburg-Volksdorf/Duvenstedt,Hamburg,suburban,53.65711,10.16715,Office & Commercial,False,Day (08:00),False,3,11.7,30,False,True,1.029,False,False,Volksdorf,volksdorf,2.2,Feeder bus,15.6,2.0,67.0,2,84.6,0.0,11.63,19.7,81.67,> 60 min,64.9,4.29,False
SYN-00920,Hamburg-Altona/Ottensen,Hamburg,urban_core,53.5487,9.94374,Production & Technical,True,Late (14:00),True,5,19.5,32,True,True,1.478,False,False,Stephansplatz,stephansplatz,4.06,Feeder bus,21.2,3.6,43.4,0,68.2,0.0,22.68,31.6,265.33,> 60 min,36.6,2.16,False
SYN-00921,Hamburg-Langenhorn,Hamburg,urban,53.68137,10.01924,Production & Technical,False,Day (08:00),False,5,19.5,37,True,True,0.983,True,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,8.1,0,19.1,0.0,2.56,11.9,29.92,≤ 30 min,7.2,1.61,True
SYN-00922,Kaltenkirchen,Kr. Segeberg,suburban,53.83502,9.96222,Production & Technical,True,Late (14:00),True,5,19.5,61,False,False,0.023,False,False,Kaltenkirchen,kaltenkirchen,0.47,Walk,5.9,6.0,64.9,1,76.7,0.0,23.45,28.8,274.36,> 60 min,47.9,2.66,False
SYN-00923,Hamburg-Rahlstedt,Hamburg,suburban,53.60151,10.13338,Office & Commercial,False,Day (08:00),False,4,15.6,39,False,True,0.363,False,False,Farmsen,farmsen,2.61,Feeder bus,16.8,2.0,61.3,3,80.1,0.0,14.98,22.6,140.21,> 60 min,57.5,3.54,False
SYN-00924,Hamburg-Altona/Ottensen,Hamburg,urban_core,53.5545,9.9174,Lab & R&D,False,Day (08:00),False,5,19.5,40,False,True,0.661,True,False,Sternschanze,sternschanze,4.34,Feeder bus,22.0,2.0,49.3,1,73.3,0.0,22.96,31.7,268.66,> 60 min,41.6,2.31,False
SYN-00925,Hamburg-Ohlsdorf,Hamburg,urban,53.61843,10.02148,Office & Commercial,False,Day (08:00),False,5,19.5,48,True,False,0.458,False,False,Klein Borstel,klein_borstel,1.42,Feeder bus,13.3,2.0,28.1,0,43.4,0.0,10.52,24.3,123.11,31–45 min,19.1,1.79,False
SYN-00926,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.66797,10.0907,Office & Commercial,False,Day (08:00),False,3,11.7,39,True,True,0.425,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,15.3,0,26.3,0.0,4.86,12.5,34.12,≤ 30 min,13.8,2.1,True
SYN-00927,Hamburg-Fuhlsbüttel,Hamburg,urban,53.62847,10.03033,Office & Commercial,False,Day (08:00),False,3,11.7,46,True,False,-1.321,False,False,Klein Borstel,klein_borstel,0.22,Walk,2.7,2.0,28.1,0,32.8,0.0,8.89,22.7,62.44,31–45 min,10.1,1.44,False
SYN-00928,Quickborn,Kr. Pinneberg,suburban,53.73498,9.88985,Office & Commercial,False,Day (08:00),False,4,15.6,45,False,True,-0.94,False,False,Quickborn,quickborn,1.49,Feeder bus,13.5,6.0,42.8,0,62.3,0.0,15.67,23.2,146.65,> 60 min,39.1,2.69,False
SYN-00929,Hamburg-Wandsbek,Hamburg,urban,53.56908,10.06959,Production & Technical,False,Day (08:00),False,5,19.5,43,False,False,-0.896,False,False,Barmbek,barmbek,3.42,Feeder bus,19.3,2.0,40.5,1,61.8,0.0,17.81,29.4,208.42,> 60 min,32.4,2.1,False
SYN-00930,Hamburg-Bahrenfeld/Lurup,Hamburg,urban,53.5756,9.90592,Office & Commercial,False,Day (08:00),False,3,11.7,64,False,True,0.89,False,False,Langenfelde,langenfelde,1.16,Feeder bus,12.5,4.0,60.0,2,76.5,0.0,20.88,30.9,146.55,> 60 min,45.6,2.48,False
SYN-00931,Hamburg-Volksdorf/Duvenstedt,Hamburg,suburban,53.66062,10.15344,Office & Commercial,False,Day (08:00),False,4,15.6,52,False,True,1.387,False,False,Volksdorf,volksdorf,2.61,Feeder bus,16.8,2.0,67.0,2,85.9,0.0,10.31,18.4,96.46,> 60 min,67.5,4.67,False
SYN-00932,Hamburg-Winterhude,Hamburg,urban_core,53.5928,10.03341,Production & Technical,False,Day (08:00),False,5,19.5,30,False,False,-1.619,True,False,Alsterdorf,alsterdorf,2.19,Feeder bus,15.6,2.0,33.1,0,50.7,0.0,14.18,27.2,165.92,46–60 min,23.5,1.86,False
SYN-00933,Hamburg-Barmbek,Hamburg,urban_core,53.60088,10.04444,Office & Commercial,False,Day (08:00),False,4,15.6,46,False,False,1.848,False,False,Sengelmannstraße,sengelmannstrasse,2.3,Feeder bus,15.9,2.0,31.4,0,49.3,0.0,12.92,26.3,120.95,46–60 min,23.0,1.87,False
SYN-00934,Hamburg-Blankenese/Osdorf,Hamburg,suburban,53.57639,9.85097,Office & Commercial,False,Day (08:00),False,4,15.6,33,False,True,0.137,False,False,Klein Flottbek,klein_flottbek,1.98,Feeder bus,15.0,4.0,64.6,1,83.5,0.0,24.04,29.2,225.05,> 60 min,54.3,2.86,False
SYN-00935,Hamburg-Wilhelmsburg,Hamburg,urban,53.49433,10.02992,Office & Commercial,False,Day (08:00),False,2,7.8,47,False,True,1.079,False,False,Wilhelmsburg,wilhelmsburg,1.91,Feeder bus,14.7,4.0,60.0,1,78.8,0.0,28.95,42.7,135.5,> 60 min,36.1,1.85,False
SYN-00936,Hamburg-Schnelsen,Hamburg,suburban,53.62721,9.93777,Production & Technical,False,Day (08:00),False,5,19.5,27,False,True,0.656,False,False,Niendorf Markt,niendorf_markt,1.72,Feeder bus,14.2,2.0,50.7,0,66.8,0.0,13.18,21.1,154.26,> 60 min,45.7,3.17,False
SYN-00937,Ahrensburg,Kr. Stormarn,suburban,53.66204,10.23837,Office & Commercial,False,Day (08:00),False,3,11.7,30,True,True,1.54,False,False,Ahrensburg Ost,ahrensburg_ost,0.37,Walk,4.7,2.0,78.5,3,85.1,0.0,17.47,24.6,122.67,> 60 min,60.5,3.46,False
SYN-00938,Hamburg-Langenhorn,Hamburg,urban,53.68373,10.00012,Lab & R&D,False,Day (08:00),False,4,15.6,46,True,True,0.293,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,13.1,0,24.1,0.0,4.14,15.6,38.79,≤ 30 min,8.5,1.54,True
SYN-00939,Halstenbek/Rellingen,Kr. Pinneberg,suburban,53.62587,9.87556,Production & Technical,False,Day (08:00),False,5,19.5,53,False,True,-1.647,False,False,Schnelsen,schnelsen,3.62,Feeder bus,19.8,6.0,49.9,0,75.7,0.0,17.75,24.9,207.69,> 60 min,50.8,3.04,False
SYN-00940,Hamburg-Langenhorn,Hamburg,urban,53.65563,10.01437,Production & Technical,True,Early (06:00),True,5,19.5,48,True,False,-0.056,True,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,17.4,0,28.4,0.0,5.5,18.3,64.33,≤ 30 min,10.1,1.55,False
SYN-00941,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.6486,10.14026,Production & Technical,False,Day (08:00),False,5,19.5,51,False,True,0.266,True,False,Poppenbüttel,poppenbuettel,4.91,Feeder bus,23.7,4.0,40.2,0,68.0,0.0,10.14,18.3,118.63,> 60 min,49.7,3.72,False
SYN-00942,Quickborn,Kr. Pinneberg,suburban,53.73416,9.88599,Production & Technical,False,Day (08:00),False,5,19.5,46,False,True,-0.383,True,False,Quickborn,quickborn,1.71,Feeder bus,14.1,6.0,42.8,0,62.9,0.0,15.92,23.4,186.24,> 60 min,39.5,2.69,False
SYN-00943,Hamburg-Niendorf,Hamburg,urban,53.62949,9.9744,Field & Sales,False,Day (08:00),False,1,3.9,44,False,True,0.774,False,True,Fuhlsbüttel Nord,fuhlsbuettel_nord,4.99,Feeder bus,24.0,2.0,24.4,0,50.4,0.0,10.74,24.5,25.14,46–60 min,25.9,2.06,False
SYN-00944,Hamburg-Barmbek,Hamburg,urban_core,53.59656,10.05481,Office & Commercial,False,Day (08:00),False,3,11.7,36,True,True,0.384,True,False,Sengelmannstraße,sengelmannstrasse,3.38,Feeder bus,19.1,2.0,31.4,0,52.5,0.0,13.59,26.8,95.4,46–60 min,25.7,1.96,False
SYN-00945,Hamburg-Eppendorf,Hamburg,urban_core,53.58252,9.98476,Production & Technical,False,Day (08:00),False,5,19.5,51,True,True,-0.396,False,False,Kellinghusenstraße,kellinghusenstrasse,0.84,Walk,10.5,2.0,37.8,0,50.2,0.0,16.61,28.8,194.33,46–60 min,21.4,1.74,False
SYN-00946,Hamburg-Poppenbüttel,Hamburg,suburban,53.64802,10.05665,Production & Technical,True,Late (14:00),True,5,19.5,53,False,True,-1.369,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,18.7,0,29.7,0.0,5.91,13.7,69.2,≤ 30 min,16.0,2.17,False
SYN-00947,Hamburg-Stellingen/Eidelstedt,Hamburg,urban,53.60156,9.90108,Field & Sales,False,Day (08:00),False,2,7.8,41,False,True,-0.225,True,True,Niendorf Markt,niendorf_markt,4.9,Feeder bus,23.7,2.0,50.7,0,76.4,0.0,18.21,29.6,85.22,> 60 min,46.8,2.58,False
SYN-00948,Quickborn,Kr. Pinneberg,suburban,53.71385,9.88783,Production & Technical,False,Day (08:00),False,5,19.5,41,True,True,0.121,False,False,Quickborn,quickborn,2.59,Feeder bus,16.8,6.0,42.8,0,65.6,0.0,14.66,22.4,171.53,> 60 min,43.2,2.93,False
SYN-00949,Neumünster,Kr. Neumünster,suburban,54.07694,9.94879,Office & Commercial,False,Day (08:00),False,4,15.6,60,False,True,-2.359,False,False,Neumünster,neumuenster,2.85,Feeder bus,17.5,6.0,133.4,2,156.9,0.0,59.18,55.3,553.89,> 60 min,101.6,2.84,False
SYN-00950,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.60528,10.09635,Production & Technical,False,Day (08:00),False,5,19.5,42,True,True,-0.63,False,False,Wandsbek-Gartenstadt,wandsbek_gartenstadt,3.22,Feeder bus,18.7,2.0,51.8,2,72.4,0.0,13.04,26.4,152.57,> 60 min,46.0,2.74,False
SYN-00951,Hamburg-St. Pauli/Neustadt,Hamburg,urban_core,53.56268,9.96877,Production & Technical,True,Late (14:00),True,5,19.5,43,True,False,-1.663,True,False,Sternschanze,sternschanze,0.22,Walk,2.8,3.6,51.3,1,57.7,0.0,19.89,30.4,232.77,46–60 min,27.3,1.9,False
SYN-00952,Hamburg-Poppenbüttel,Hamburg,suburban,53.65972,10.08911,Office & Commercial,False,Day (08:00),False,3,11.7,47,False,True,-0.8,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,17.6,0,28.6,0.0,5.58,13.4,39.16,≤ 30 min,15.2,2.13,False
SYN-00953,Hamburg-Poppenbüttel,Hamburg,suburban,53.67383,10.09205,Production & Technical,False,Day (08:00),False,5,19.5,41,False,True,1.114,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,14.2,0,25.2,0.0,4.51,12.0,52.77,≤ 30 min,13.2,2.1,True
SYN-00954,Hamburg-Ohlsdorf,Hamburg,urban,53.61927,10.04786,Office & Commercial,False,Day (08:00),False,5,19.5,33,True,False,-0.886,False,False,Ohlsdorf,ohlsdorf,1.37,Feeder bus,13.1,2.0,29.4,0,44.5,0.0,10.16,24.0,118.88,31–45 min,20.5,1.85,False
SYN-00955,Ahrensburg,Kr. Stormarn,suburban,53.65806,10.24167,Production & Technical,True,Late (14:00),True,5,19.5,46,False,True,0.536,False,False,Ahrensburg Ost,ahrensburg_ost,0.49,Walk,6.1,3.6,83.4,2,93.1,0.0,17.9,25.0,209.39,> 60 min,68.1,3.72,False
SYN-00956,Pinneberg,Kr. Pinneberg,suburban,53.6477,9.82263,Office & Commercial,False,Day (08:00),False,5,19.5,42,False,True,2.749,False,False,Thesdorf,thesdorf,0.54,Walk,6.8,4.0,75.7,1,86.5,0.0,20.76,27.0,242.86,> 60 min,59.5,3.2,False
SYN-00957,Hamburg-Wilhelmsburg,Hamburg,urban,53.49848,10.00561,Office & Commercial,False,Day (08:00),False,5,19.5,62,True,True,1.27,False,False,Wilhelmsburg,wilhelmsburg,0.92,Walk,11.5,4.0,60.0,1,75.6,0.0,28.52,42.6,333.74,> 60 min,33.0,1.77,False
SYN-00958,Hamburg-Uhlenhorst,Hamburg,urban_core,53.56391,10.02626,Office & Commercial,False,Day (08:00),False,2,7.8,51,False,False,0.334,False,False,Klosterstern,klosterstern,3.31,Feeder bus,18.9,2.0,39.5,0,60.4,0.0,18.56,29.8,86.85,> 60 min,30.6,2.03,False
SYN-00959,Hamburg-Eimsbüttel,Hamburg,urban_core,53.57345,9.93924,Production & Technical,True,Early (06:00),True,5,19.5,35,True,False,1.325,False,False,Kellinghusenstraße,kellinghusenstrasse,4.83,Feeder bus,23.5,3.6,37.8,0,64.8,0.0,19.53,30.3,228.47,> 60 min,34.5,2.14,False
SYN-00960,Hamburg-St. Pauli/Neustadt,Hamburg,urban_core,53.55062,9.96095,Office & Commercial,False,Day (08:00),False,3,11.7,50,False,True,-1.153,False,False,Reeperbahn,reeperbahn,0.15,Walk,1.9,4.0,54.4,1,60.3,0.0,21.83,31.3,153.28,> 60 min,29.0,1.93,False
SYN-00961,Hamburg-St. Pauli/Neustadt,Hamburg,urban_core,53.54826,9.97882,Field & Sales,False,Day (08:00),False,1,3.9,45,False,True,-1.273,False,True,Stephansplatz,stephansplatz,1.61,Feeder bus,13.8,2.0,43.4,0,59.2,0.0,21.67,31.2,50.71,46–60 min,28.0,1.9,False
SYN-00962,Hamburg-Barmbek,Hamburg,urban_core,53.58027,10.05154,Production & Technical,False,Day (08:00),False,5,19.5,56,False,False,0.145,False,False,Friedrichsberg,friedrichsberg,0.42,Walk,5.3,4.0,42.0,1,51.3,0.0,16.02,28.4,187.44,46–60 min,22.9,1.81,False
SYN-00963,Hamburg-Langenhorn,Hamburg,urban,53.66231,10.00831,Production & Technical,False,Day (08:00),False,5,19.5,36,True,False,0.649,True,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,15.8,0,26.8,0.0,5.02,17.6,58.69,≤ 30 min,9.2,1.52,False
SYN-00964,Hamburg-Langenhorn,Hamburg,urban,53.66237,10.00674,Office & Commercial,False,Day (08:00),False,2,7.8,44,False,False,1.211,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,16.1,0,27.1,0.0,5.11,17.7,23.89,≤ 30 min,9.4,1.53,False
SYN-00965,Ahrensburg,Kr. Stormarn,suburban,53.66534,10.26712,Production & Technical,True,Early (06:00),True,5,19.5,41,True,True,-0.652,False,False,Schmalenbeck,schmalenbeck,0.46,Walk,5.7,3.6,85.6,2,94.9,0.0,19.89,26.4,232.73,> 60 min,68.5,3.59,False
SYN-00966,Hamburg-Eimsbüttel,Hamburg,urban_core,53.57394,9.96739,Office & Commercial,False,Day (08:00),False,4,15.6,43,False,True,0.527,False,False,Hoheluftbrücke,hoheluftbruecke,0.66,Walk,8.3,2.0,46.3,1,56.6,0.0,18.37,29.7,171.9,46–60 min,26.9,1.91,False
SYN-00967,Ahrensburg,Kr. Stormarn,suburban,53.66615,10.21408,Office & Commercial,False,Day (08:00),False,4,15.6,32,True,True,0.226,True,False,Ahrensburg (DB),ahrensburg,2.46,Feeder bus,16.4,6.0,67.2,2,89.6,0.0,15.23,22.9,142.57,> 60 min,66.7,3.91,False
SYN-00968,Hamburg-Ohlsdorf,Hamburg,urban,53.61972,10.01815,Production & Technical,False,Day (08:00),False,5,19.5,48,False,False,-0.081,True,False,Klein Borstel,klein_borstel,1.43,Feeder bus,13.3,2.0,28.1,0,43.4,0.0,10.4,24.2,121.69,31–45 min,19.2,1.79,False
SYN-00969,Hamburg-Altona/Ottensen,Hamburg,urban_core,53.5588,9.94299,Office & Commercial,False,Day (08:00),False,2,7.8,47,False,False,0.194,True,False,Hallerstraße,hallerstrasse,4.51,Feeder bus,22.5,2.0,41.4,0,65.9,0.0,21.33,31.1,99.81,> 60 min,34.8,2.12,False
SYN-00970,Hamburg-Schnelsen,Hamburg,suburban,53.62313,9.92778,Office & Commercial,False,Day (08:00),False,3,11.7,56,False,True,-1.188,False,False,Niendorf Markt,niendorf_markt,2.11,Feeder bus,15.3,2.0,50.7,0,68.0,0.0,14.25,22.0,100.06,> 60 min,46.0,3.09,False
SYN-00971,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.67134,10.09471,Production & Technical,False,Day (08:00),False,5,19.5,42,False,False,0.18,True,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,15.4,0,26.4,0.0,4.89,12.5,57.23,≤ 30 min,13.9,2.11,True
SYN-00972,Norderstedt,Kr. Segeberg,suburban,53.72154,10.00109,Lab & R&D,False,Day (08:00),False,3,11.7,37,False,True,0.178,True,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,20.8,0,31.8,0.0,6.57,14.5,46.13,31–45 min,17.3,2.19,False
SYN-00973,Hamburg-Langenhorn,Hamburg,urban,53.67982,10.00102,Production & Technical,True,Early (06:00),True,5,19.5,51,False,False,-0.44,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,13.2,0,24.2,0.0,4.18,15.6,48.86,≤ 30 min,8.6,1.55,True
SYN-00974,Wedel,Kr. Pinneberg,suburban,53.58613,9.71478,Production & Technical,True,Night (22:00),True,5,19.5,33,False,False,0.716,False,False,Wedel,wedel,1.01,Feeder bus,12.0,6.0,80.5,1,98.5,0.0,33.17,34.3,388.1,> 60 min,64.2,2.87,False
SYN-00975,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.59829,10.0891,Lab & R&D,False,Day (08:00),False,5,19.5,54,False,True,0.978,False,False,Rübenkamp,ruebenkamp,4.72,Feeder bus,23.2,4.0,37.2,1,64.3,0.0,13.84,27.0,161.94,> 60 min,37.3,2.38,False
SYN-00976,Hamburg-Rahlstedt,Hamburg,suburban,53.58818,10.16959,Production & Technical,True,Early (06:00),True,5,19.5,54,False,True,0.377,False,False,Trabrennbahn,trabrennbahn,7.35,Park+Ride,17.8,3.6,64.2,2,85.6,7.35,18.44,25.4,215.74,> 60 min,60.2,3.37,False
SYN-00977,Hamburg-Eppendorf,Hamburg,urban_core,53.59865,9.98593,Lab & R&D,False,Day (08:00),False,5,19.5,56,False,False,-0.926,True,False,Lattenkamp,lattenkamp,1.2,Feeder bus,12.6,2.0,35.3,0,49.9,0.0,14.31,27.3,167.39,46–60 min,22.6,1.83,False
SYN-00978,Hamburg-Winterhude,Hamburg,urban_core,53.60765,9.99746,Production & Technical,True,Early (06:00),True,5,19.5,46,False,True,0.383,False,False,Alsterdorf,alsterdorf,1.68,Feeder bus,14.0,3.6,33.1,0,50.8,0.0,12.68,26.1,148.31,46–60 min,24.7,1.95,False
SYN-00979,Hamburg-St. Pauli/Neustadt,Hamburg,urban_core,53.54544,9.96821,Office & Commercial,False,Day (08:00),False,3,11.7,37,True,True,-0.478,False,False,Landungsbrücken,landungsbruecken,0.12,Walk,1.5,2.0,53.1,1,56.6,0.0,22.36,31.5,156.93,46–60 min,25.1,1.8,False
SYN-00980,Hamburg-Niendorf,Hamburg,urban,53.63866,9.9407,Production & Technical,True,Late (14:00),True,5,19.5,43,False,False,0.23,False,False,Hamburg Airport,airport,4.85,Feeder bus,23.6,6.0,40.0,1,69.6,0.0,11.87,25.5,138.92,> 60 min,44.1,2.73,False
SYN-00981,Seevetal/Neu Wulmstorf,Kr. Harburg,rural,53.43454,9.93901,Office & Commercial,False,Day (08:00),False,2,7.8,46,False,True,-1.274,False,False,Heimfeld,heimfeld,4.06,Feeder bus,21.2,4.0,68.9,1,94.1,0.0,39.08,47.6,182.9,> 60 min,46.5,1.98,False
SYN-00982,Hamburg-Bergedorf,Hamburg,suburban,53.50569,10.17682,Office & Commercial,False,Day (08:00),False,4,15.6,36,False,True,1.277,False,False,Nettelnburg,nettelnburg,2.08,Feeder bus,15.2,4.0,69.3,1,88.6,0.0,29.59,41.4,276.93,> 60 min,47.2,2.14,False
SYN-00983,Hamburg-Bahrenfeld/Lurup,Hamburg,urban,53.59316,9.88378,Lab & R&D,False,Day (08:00),False,4,15.6,57,False,True,0.683,False,False,Langenfelde,langenfelde,3.47,Feeder bus,19.4,4.0,60.0,2,83.5,0.0,20.19,30.6,189.0,> 60 min,52.9,2.73,False
SYN-00984,Hamburg-Eppendorf,Hamburg,urban_core,53.58524,9.98201,Field & Sales,False,Day (08:00),False,2,7.8,48,True,True,1.403,False,True,Kellinghusenstraße,kellinghusenstrasse,0.78,Walk,9.8,2.0,37.8,0,49.5,0.0,16.31,28.6,76.33,46–60 min,20.9,1.73,False
SYN-00985,Hamburg-Fuhlsbüttel,Hamburg,urban,53.63786,10.03877,Office & Commercial,False,Day (08:00),False,3,11.7,32,True,True,1.368,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,23.4,0,34.4,0.0,7.4,21.0,51.95,31–45 min,13.4,1.64,False
SYN-00986,Wedel,Kr. Pinneberg,suburban,53.57957,9.69324,Office & Commercial,False,Day (08:00),False,5,19.5,63,False,True,-0.721,False,False,Wedel,wedel,1.07,Feeder bus,12.2,4.0,78.5,1,94.7,0.0,35.33,35.4,413.34,> 60 min,59.3,2.68,False
SYN-00987,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.59296,10.08087,Office & Commercial,False,Day (08:00),False,3,11.7,43,False,True,-0.292,False,False,Barmbek,barmbek,3.39,Feeder bus,19.2,2.0,40.5,1,61.7,0.0,14.44,27.4,101.36,> 60 min,34.3,2.25,False
SYN-00988,Norderstedt,Kr. Segeberg,suburban,53.72859,9.98114,Lab & R&D,False,Day (08:00),False,5,19.5,30,True,True,1.842,False,False,Friedrichsgabe,friedrichsgabe,0.26,Walk,3.2,6.0,28.4,0,37.7,0.0,8.53,16.6,99.77,31–45 min,21.1,2.27,False
SYN-00989,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.60059,10.09637,Office & Commercial,False,Day (08:00),False,4,15.6,33,True,True,0.135,False,False,Alte Wöhr,alte_woehr,4.94,Feeder bus,23.8,4.0,38.9,1,66.7,0.0,13.7,26.9,128.28,> 60 min,39.8,2.48,False
SYN-00990,Hamburg-Harburg,Hamburg,urban,53.45698,10.02335,Lab & R&D,False,Day (08:00),False,3,11.7,58,False,True,-1.471,False,False,Harburg,harburg,2.85,Feeder bus,17.5,4.0,65.7,1,87.3,0.0,34.58,44.1,242.77,> 60 min,43.2,1.98,False
SYN-00991,Hamburg-Rahlstedt,Hamburg,suburban,53.61051,10.16599,Production & Technical,False,Day (08:00),False,5,19.5,62,False,True,0.574,False,False,Berne,berne,4.65,Feeder bus,22.9,2.0,63.0,3,88.0,0.0,15.65,23.2,183.08,> 60 min,64.8,3.79,False
SYN-00992,Hamburg-Bahrenfeld/Lurup,Hamburg,urban,53.56965,9.87307,Office & Commercial,False,Day (08:00),False,4,15.6,53,False,False,0.11,False,False,Othmarschen,othmarschen,1.73,Feeder bus,14.2,4.0,62.3,1,80.5,0.0,23.41,31.9,219.15,> 60 min,48.6,2.52,False
SYN-00993,Hamburg-Harburg,Hamburg,urban,53.48258,9.97378,Office & Commercial,False,Day (08:00),False,2,7.8,57,True,False,1.406,True,False,Wilhelmsburg,wilhelmsburg,4.5,Feeder bus,22.5,4.0,60.0,1,86.5,0.0,31.35,43.3,146.74,> 60 min,43.2,2.0,False
SYN-00994,Hamburg-Schnelsen,Hamburg,suburban,53.63929,9.9213,Production & Technical,True,Late (14:00),True,5,19.5,55,True,True,-0.074,False,False,Schnelsen,schnelsen,1.02,Feeder bus,12.0,6.0,49.9,0,67.9,0.0,13.23,21.1,154.79,> 60 min,46.8,3.22,False
SYN-00995,Tornesch,Kr. Pinneberg,rural,53.70137,9.70043,Production & Technical,False,Day (08:00),False,5,19.5,48,True,True,-0.42,False,False,Tornesch,tornesch,1.51,Feeder bus,13.5,6.0,81.0,1,100.5,0.0,30.83,33.1,360.69,> 60 min,67.4,3.04,False
SYN-00996,Hamburg-Barmbek,Hamburg,urban_core,53.59809,10.0291,Field & Sales,False,Day (08:00),False,2,7.8,46,True,True,1.809,True,True,Alsterdorf,alsterdorf,1.4,Feeder bus,13.2,2.0,33.1,0,48.4,0.0,13.43,26.7,62.84,46–60 min,21.7,1.81,False
SYN-00997,Hamburg-Rahlstedt,Hamburg,suburban,53.61083,10.15999,Production & Technical,True,Late (14:00),True,5,19.5,48,False,True,-1.738,False,False,Berne,berne,4.14,Feeder bus,21.4,3.6,68.0,2,93.0,0.0,15.25,22.9,178.47,> 60 min,70.1,4.06,False
SYN-00998,Norderstedt,Kr. Segeberg,suburban,53.72332,10.01926,Production & Technical,False,Day (08:00),False,5,19.5,50,False,True,-0.819,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,18.8,0,29.8,0.0,5.97,13.8,69.84,≤ 30 min,16.0,2.16,False
SYN-00999,Buxtehude,Kr. Stade,suburban,53.46754,9.68596,Production & Technical,False,Day (08:00),False,5,19.5,34,True,True,-0.854,True,False,Buxtehude,buxtehude,1.32,Feeder bus,13.0,6.0,96.4,2,115.3,0.0,46.01,53.3,538.32,> 60 min,62.0,2.16,False
SYN-01000,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.64906,10.08527,Production & Technical,True,Late (14:00),True,5,19.5,50,True,True,-2.428,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,21.0,0,32.0,0.0,6.66,14.6,77.87,31–45 min,17.4,2.19,False
SYN-01001,Norderstedt,Kr. Segeberg,suburban,53.71583,10.00267,Office & Commercial,False,Day (08:00),False,2,7.8,58,False,True,0.507,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,18.4,0,29.4,0.0,5.82,13.6,27.25,≤ 30 min,15.8,2.16,False
SYN-01002,Hamburg-Eppendorf,Hamburg,urban_core,53.5966,9.96604,Lab & R&D,False,Day (08:00),False,5,19.5,40,True,False,-0.174,False,False,Lattenkamp,lattenkamp,2.87,Feeder bus,17.6,2.0,35.3,0,54.9,0.0,15.33,28.0,179.4,46–60 min,26.9,1.96,False
SYN-01003,Hamburg-Langenhorn,Hamburg,urban,53.65519,10.01379,Field & Sales,False,Day (08:00),False,3,11.7,39,True,True,1.105,False,True,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,17.6,0,28.6,0.0,5.58,18.5,39.18,≤ 30 min,10.1,1.55,False
